rank,ORF,GENE,Putative TOR pathway,1 week ,2 week ,5 week ,7 weeks,Norm_1,Norm_2,Norm_5,Norm_7,Norm,Description,Function,Localization
3550,YOR096W,RPS7A,,0.18305633,0.123687253,0.046602408,0.709262723,0.174594116,0.118775149,0.044442397,0.679552756,0.842770303,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
3551,YIL005W,EPS1,,0.43534638,0.265567077,0.527363785,0.086174936,0.41522146,0.255020372,0.502920596,0.082565195,0.840506163,protein-ER retention,protein disulfide isomerase activity,endoplasmic reticulum membrane
3552,YGR064W,,,0.391043925,0.311280783,0.015160546,0.551525208,0.372966991,0.298918608,0.014457858,0.528422632,0.841799098,,,
3553,YOR188W,MSB1,,0.844680537,0.539759438,0.026690308,0.311329346,0.805633173,0.518323484,0.025453218,0.29828822,0.842064922,establishment of cell polarity (sensu Saccharomyces),molecular_function unknown,bud neck*
3554,YJL209W,CBP1,,0.002713263,0.01060001,-0.00588164,0.872625962,0.002587836,0.010179042,-0.005609027,0.83607295,0.840642965,aerobic respiration*,mRNA binding,mitochondrion
3555,YML113W,DAT1,,0.226632172,0.202162812,0.031196862,0.643789757,0.216155562,0.194134138,0.029750895,0.616822356,0.840707388,negative regulation of transcription from Pol II promoter,AT DNA binding,nucleus
3556,YLR331C,JIP3,,1.868687724,0.671390845,0.123496025,0.080877504,1.782303195,0.644727294,0.117772013,0.077489665,0.839988972,biological_process unknown,molecular_function unknown,cellular_component unknown
3557,YDR004W,RAD57,,0.869830608,0.467235207,0.184727973,0.222539135,0.829620622,0.448679473,0.176165874,0.2132173,0.838062647,telomerase-independent telomere maintenance*,protein binding,nucleus
3558,YPL149W,ATG5,,2.125724785,0.10187678,0.016655173,0.754534162,2.027458108,0.097830855,0.01588321,0.722927841,0.836641906,protein-vacuolar targeting*,molecular_function unknown,cytosol
3559,YAR002C-A,ERP1,,0.771585712,0.596099313,0.358135545,-0.081666024,0.73591733,0.572425882,0.341536046,-0.078245155,0.835716773,ER to Golgi transport,molecular_function unknown,COPII-coated vesicle
3560,YPR063C,,,0.612606595,0.893862268,0.521234152,-0.544273507,0.5842874,0.858363508,0.49707507,-0.521474694,0.833963884,biological_process unknown,molecular_function unknown,endoplasmic reticulum
3561,YOL060C,MAM3,,0.816504913,0.405352629,0.070205893,0.395084636,0.778760034,0.389254494,0.066951866,0.378535125,0.834741485,mitochondrion organization and biogenesis*,molecular_function unknown,vacuolar membrane (sensu Fungi)
3562,YMR012W,CLU1,,1.656789798,1.013866406,0.067475894,-0.211977196,1.580200754,0.973601813,0.064348402,-0.203097785,0.834852431,translational initiation*,molecular_function unknown,cytoplasm*
3563,YMR214W,SCJ1,,1.358137002,0.699177102,0.248730779,-0.081715214,1.295353893,0.67141005,0.237202165,-0.078292284,0.830319931,protein folding,co-chaperone activity,endoplasmic reticulum lumen
3564,YDL118W,,,1.502854428,0.331964547,0.017838915,0.516156252,1.433381412,0.318780939,0.017012085,0.49453523,0.830328254,,,
3565,YMR152W,YIM1,,1.772776356,0.754530567,0.135287521,-0.025707166,1.690825558,0.724565213,0.129016976,-0.024630331,0.828951858,mitochondrial processing,peptidase activity,cytoplasm*
3566,YJL055W,,,1.244084372,0.822302241,0.065944194,-0.024339569,1.186573617,0.789645409,0.062887696,-0.02332002,0.829213085,biological_process unknown,molecular_function unknown,cytoplasm*
3567,YGL016W,KAP122,,0.392597247,0.184453144,0.42668127,0.252090209,0.374448507,0.17712779,0.406904692,0.241530523,0.825563005,protein-nucleus import*,protein carrier activity,cytoplasm*
3568,YIL095W,PRK1,,0.49097374,0.439475636,0.225110944,0.197585842,0.468277313,0.422022343,0.214677104,0.189309263,0.82600871,protein amino acid phosphorylation*,protein serine/threonine kinase activity,actin cortical patch (sensu Saccharomyces)
3569,YOR073W,,,0.280846285,0.053115404,0.032872098,0.775368266,0.267863498,0.051005984,0.031348484,0.742889235,0.825243703,biological_process unknown,molecular_function unknown,nucleus*
3570,YFR040W,SAP155,,0.994931738,0.419015063,0.332845096,0.109409163,0.948938655,0.402374339,0.317417803,0.104826175,0.824618317,G1/S transition of mitotic cell cycle,protein serine/threonine phosphatase activity,cytoplasm
3571,YHR155W,,,0.445303628,0.43837278,0.195140204,0.226467917,0.42471841,0.420963286,0.186095501,0.216981511,0.824040297,biological_process unknown,molecular_function unknown,mitochondrion
3572,YBR230C,,,2.02666064,0.512281055,0.074846325,0.271524148,1.932973438,0.491936375,0.071377215,0.260150403,0.823463993,biological_process unknown,molecular_function unknown,mitochondrion
3573,YLR111W,,,0.186380443,0.254279213,0.173465946,0.430447967,0.177764564,0.244180793,0.16542584,0.412417138,0.822023771,,,
3574,YOR018W,ROD1,,1.728558665,0.683613758,0.205553508,-0.031388866,1.648651935,0.656464787,0.196026151,-0.030074033,0.822416905,response to drug,molecular_function unknown,plasma membrane
3575,YML096W,,,0.781853497,0.524679625,0.100571268,0.232011745,0.745710462,0.503842549,0.095909813,0.222293116,0.822045478,biological_process unknown,molecular_function unknown,cytoplasm
3576,YDL095W,PMT1,,1.008923988,0.42357538,0.171782927,0.2618599,0.96228408,0.406753548,0.163820828,0.250890976,0.821465352,O-linked glycosylation,dolichyl-phosphate-mannose-protein mannosyltransferase activity,endoplasmic reticulum membrane
3577,YJR105W,ADO1,,0.043314252,0.115071499,0.069938509,0.671668474,0.041311948,0.110501561,0.066696875,0.643533274,0.82073171,purine base metabolism,adenosine kinase activity,cytoplasm*
3578,YMR316W,DIA1,,0.752881084,0.514888787,0.051547345,0.287850565,0.718077368,0.494440543,0.049158138,0.27579293,0.819391611,pseudohyphal growth*,molecular_function unknown,cytoplasm
3579,YNR039C,ZRG17,,0.968416649,0.593692218,0.36045246,-0.101365274,0.923649289,0.570114382,0.343745572,-0.097119233,0.816740722,zinc ion transport,molecular_function unknown,endoplasmic reticulum
3580,YML051W,GAL80,,1.148330429,0.144405272,0.010026917,0.697641126,1.095246127,0.138670375,0.009562172,0.66841797,0.816650517,"regulation of transcription, DNA-dependent*",transcription co-repressor activity,cytoplasm*
3581,YPR076W,,,1.127067811,0.616830726,0.30240288,-0.067905143,1.074966424,0.59233397,0.288386577,-0.065060697,0.81565985,,,
3582,YAL059W,ECM1,,1.396997303,0.374553318,0.278573789,0.196920348,1.332417784,0.359678344,0.265661959,0.188671646,0.814011948,cell wall organization and biogenesis,molecular_function unknown,nucleus
3583,YOR358W,HAP5,,0.392215445,0.212344748,0.041983761,0.594883304,0.374084354,0.203911709,0.040037823,0.569964522,0.813914054,transcription*,transcriptional activator activity,CCAAT-binding factor complex
3584,YER166W,DNF1,,0.564659878,0.858279564,0.126720477,-0.13705898,0.538557134,0.824193932,0.120847012,-0.131317782,0.813723163,intracellular protein transport,phospholipid-translocating ATPase activity,plasma membrane
3585,YJR130C,STR2,,1.208725838,0.292916793,0.047520848,0.507327544,1.152849615,0.281283924,0.045318268,0.486076343,0.812678535,sulfur metabolism,cystathionine gamma-synthase activity,cytoplasm*
3586,YLR402W,,,0.355533567,0.234892929,0.056840052,0.5555342,0.339098183,0.225564414,0.054205529,0.532263694,0.812033636,,,
3587,YNL197C,WHI3,,0.836357675,0.370107325,0.418165997,0.05807786,0.797695055,0.355408918,0.3987841,0.055645064,0.809838083,regulation of cell size,RNA binding,cytoplasm
3588,YOL044W,PEX15,,0.878429591,0.422261279,0.134754329,0.287019389,0.837822097,0.405491635,0.128508497,0.274996571,0.808996704,peroxisome organization and biogenesis*,molecular_function unknown,peroxisomal membrane
3589,YBR263W,SHM1,,0.71366838,0.453678355,0.204473886,0.183029228,0.680677364,0.435661017,0.194996569,0.175362404,0.80601999,one-carbon compound metabolism,glycine hydroxymethyltransferase activity,mitochondrion
3590,YLR250W,SSP120,,0.502129853,0.683474744,0.148303867,0.006538891,0.478917708,0.656331294,0.141430017,0.006264987,0.804026298,protein secretion,molecular_function unknown,cytoplasm
3591,YPL148C,PPT2,,0.655974948,0.241664882,0.290127502,0.305435531,0.625650948,0.232067426,0.27668016,0.292641288,0.801388874,protein-cofactor linkage,holo-[acyl-carrier protein] synthase activity,mitochondrion
3592,YLR024C,UBR2,,0.617259313,0.343317153,0.312236783,0.179380646,0.588725035,0.329682689,0.297764681,0.171866656,0.799314025,protein monoubiquitination*,ubiquitin-protein ligase activity,cytoplasm
3593,YOR312C,RPL20B,,0.578855927,0.283717251,0.220325777,0.325226709,0.552096937,0.272449731,0.210113728,0.311603443,0.794166903,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya)
3594,YCR031C,RPS14A,,0.140073082,0.316772825,0.245618778,0.2656387,0.133597871,0.30419254,0.234234405,0.254511488,0.792938432,protein biosynthesis*,structural constituent of ribosome*,cytosolic small ribosomal subunit (sensu Eukarya)
3595,YLR074C,BUD20,,0.671352849,0.290309794,0.120374561,0.415080333,0.640317969,0.278780459,0.114795228,0.397693231,0.791268918,bud site selection,molecular_function unknown,nucleus
3596,YLR388W,RPS29A,,0.409891474,0.400103177,0.146495729,0.277545883,0.390943267,0.384213518,0.139705686,0.265919896,0.7898391,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
3597,YDR155C,CPR1,,0.192501049,0.296309881,0.515094924,0.012228971,0.183602231,0.284542259,0.491220394,0.011716717,0.78747937,protein metabolism,peptidyl-prolyl cis-trans isomerase activity,histone deacetylase complex
3598,YGL250W,,,0.067867417,0.095578872,0.153628845,0.573567893,0.064730084,0.091783062,0.146508184,0.549541982,0.787833227,biological_process unknown,molecular_function unknown,cytoplasm*
3599,YGR077C,PEX8,,0.307553336,0.302327353,0.263024058,0.256808359,0.293335953,0.290320754,0.250832954,0.246051036,0.787204744,peroxisome organization and biogenesis*,peroxisome targeting sequence binding,peroxisomal membrane*
3600,YJR079W,,,0.887109456,0.522717719,0.052275388,0.2466344,0.846100714,0.501958558,0.049852436,0.23630325,0.788114243,biological_process unknown,molecular_function unknown,cellular_component unknown
3601,YJR082C,EAF6,,0.663035679,0.366743642,0.08649042,0.368287932,0.63238528,0.35217882,0.082481609,0.352860895,0.787521324,biological_process unknown,molecular_function unknown,nucleus
3602,YJL062W,LAS21,,1.185235554,0.869073607,-0.007464767,-0.040314346,1.130445225,0.834559302,-0.007118777,-0.038625638,0.788814887,GPI anchor biosynthesis,transferase activity,integral to plasma membrane*
3603,YHR087W,,,0.697424076,0.329214151,0.230009549,0.260633428,0.665183992,0.316139772,0.21934866,0.249715879,0.785204311,biological_process unknown,molecular_function unknown,cytoplasm*
3604,YMR190C,SGS1,,0.624612953,0.469073423,0.05764636,0.291411023,0.595738736,0.450444686,0.054974465,0.279204246,0.784623397,mitotic chromosome segregation*,ATP dependent DNA helicase activity,nucleolus
3605,YER074W,RPS24A,,0.201771983,0.098548318,0.263875055,0.455208224,0.192444594,0.09463458,0.251644508,0.436140224,0.782419312,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
3606,YNL248C,RPA49,,0.112187545,0.084776773,0.063638254,0.66863783,0.107001409,0.081409956,0.060688636,0.64062958,0.782728172,transcription from Pol I promoter,DNA-directed RNA polymerase activity,DNA-directed RNA polymerase I complex
3607,YML059C,,,1.034816111,0.524365168,0.026084541,0.266403002,0.986979278,0.50354058,0.024875529,0.255243774,0.783659883,biological_process unknown,hydrolase activity,endoplasmic reticulum
3608,YNL284C,MRPL10,,0.006580928,0.020433313,0.009984053,0.785232522,0.006276709,0.019621826,0.009521294,0.752340292,0.781483413,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit
3609,YBR286W,APE3,,1.173333815,0.415377892,0.275029648,0.12411866,1.119093672,0.398881614,0.262282088,0.118919513,0.780083215,vacuolar protein catabolism,aminopeptidase activity,vacuole (sensu Fungi)
3610,YDR033W,MRH1,,0.896118609,0.697043944,0.249857515,-0.13339379,0.854693398,0.669361608,0.238276677,-0.127806121,0.779832164,biological_process unknown,molecular_function unknown,plasma membrane
3611,YDR389W,SAC7,,0.526205723,0.107330097,0.089270665,0.614231095,0.501880614,0.1030676,0.08513299,0.588501862,0.776702453,small GTPase mediated signal transduction*,signal transducer activity*,intracellular
3612,YBR204C,,,0.199703245,1.147792211,0.025341647,-0.363057569,0.190471488,1.102208902,0.024167068,-0.347849624,0.778526345,biological_process unknown,molecular_function unknown,lipid particle
3613,YCL069W,,,0.544869964,0.587431291,0.517488114,-0.297009018,0.519682056,0.564102101,0.49350266,-0.284567749,0.773037012,biological_process unknown,molecular_function unknown,cellular_component unknown
3614,YOL072W,THP1,,0.108752607,0.163228936,0.231876334,0.412744609,0.103725259,0.156746478,0.22112892,0.395455347,0.773330745,bud site selection*,protein binding,nuclear pore*
3615,YOR084W,,,0.455122195,0.38870153,0.387380815,0.02618469,0.43408309,0.373264675,0.369425804,0.025087852,0.767778331,peroxisome organization and biogenesis,lipase activity,peroxisomal matrix
3616,YPL084W,BRO1,,0.003649771,0.010695721,-0.001565415,0.791092578,0.003481052,0.010270952,-0.001492858,0.757954879,0.766732973,ubiquitin-dependent protein catabolism*,intracellular transporter activity,cytoplasm*
3617,YOR300W,,,0.322675804,0.514774984,0.238705958,0.046629683,0.307759349,0.49433126,0.227641992,0.044676435,0.766649687,,,
3618,YLR080W,EMP46,,0.68161505,0.457797953,0.046828576,0.294189443,0.650105775,0.439617009,0.044658082,0.281866282,0.766141374,ER to Golgi transport,molecular_function unknown,Golgi membrane
3619,YDR447C,RPS17B,,0.712690398,0.326726672,0.373790766,0.09753751,0.679744592,0.31375108,0.356465651,0.093451808,0.763668539,protein biosynthesis*,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
3620,YLR447C,VMA6,,0.022559708,0.02628865,0.007564453,0.764001933,0.021516832,0.025244625,0.007213842,0.731999021,0.764457489,vacuolar acidification*,"hydrogen-transporting ATPase activity, rotational mechanism",vacuolar membrane*
3621,YLL001W,DNM1,,1.148953421,0.505121638,0.039956929,0.252425753,1.09584032,0.485061286,0.038104935,0.241852011,0.765018232,mitochondrial fission,GTPase activity,mitochondrial outer membrane
3622,YJL102W,MEF2,,0.26647461,0.111132937,0.0504727,0.634861656,0.254156188,0.106719414,0.048133302,0.60826824,0.763120956,translational elongation,translation elongation factor activity,mitochondrion
3623,YBR168W,,,0.856452382,0.371534817,0.176677333,0.2477475,0.816860836,0.356779719,0.16848838,0.237369723,0.762637822,biological_process unknown,molecular_function unknown,cellular_component unknown
3624,YNL291C,MID1,,1.347372618,0.510633542,0.112439605,0.171585687,1.285087118,0.490354291,0.107228055,0.164398216,0.761980562,calcium ion transport,calcium channel activity,plasma membrane
3625,YJL047C,RTT101,,0.876079802,0.453175724,0.043378696,0.29794492,0.835580932,0.435178347,0.041368104,0.285464448,0.762010898,ubiquitin-dependent protein catabolism*,protein binding*,cytoplasm*
3626,YBL015W,ACH1,,2.049855908,0.733563852,0.012324742,0.048009693,1.95509645,0.704431168,0.011753493,0.045998638,0.762183299,acetate metabolism*,acetyl-CoA hydrolase activity,mitochondrion*
3627,YOR017W,PET127,,0.934003814,0.687031416,0.113430928,-0.008084114,0.890827269,0.659746717,0.108173431,-0.007745482,0.760174665,RNA processing,molecular_function unknown,mitochondrial membrane
3628,YHR086W,NAM8,,0.948057654,0.847464602,0.210898117,-0.268618784,0.904231437,0.813808474,0.201123038,-0.25736674,0.757564773,"nuclear mRNA splicing, via spliceosome*",RNA binding*,snRNP U1*
3629,YDR108W,GSG1,,1.493331349,0.418740357,0.055825582,0.311504779,1.42429856,0.402110543,0.053238079,0.298456304,0.753804926,ER to Golgi transport*,molecular_function unknown,TRAPP
3630,YOR327C,SNC2,,0.272694982,0.237724873,0.094803654,0.45330697,0.260089009,0.22828389,0.090409527,0.434318611,0.753012028,endocytosis*,v-SNARE activity,transport vesicle
3631,YCL044C,,,1.343442693,0.353620592,0.176182293,0.255500072,1.281338863,0.339576938,0.168016285,0.244797552,0.752390774,biological_process unknown,molecular_function unknown,mitochondrion
3632,YGR141W,VPS62,,1.392093346,0.425242451,0.017875522,0.340276239,1.327740524,0.408354413,0.017046996,0.32602257,0.751423979,protein-vacuolar targeting,molecular_function unknown,cellular_component unknown
3633,YOR014W,RTS1,,1.102253593,0.719922651,0.068396924,-0.005274853,1.051299303,0.691331712,0.065226742,-0.005053897,0.751504558,protein biosynthesis*,protein phosphatase type 2A activity,cytoplasm*
3634,YCR049C,,,0.291790856,0.368995224,0.378062746,0.0345879,0.278302131,0.354340983,0.360539626,0.033139064,0.748019673,,,
